0,0,1,26,232,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,12.8721,0,ASYM,2,1,0
0,0,1,26,232,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,12.8721,0,MAX,2,1,0
0,0,1,26,232,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,12.8721,0,MAX,2,1,1
14,3,7,166,1384,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,19.028,0.0124313,ASYM,3,1,0
45,6,13,310,2477,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,19.028,0.0124313,MAX,3,1,0
45,6,13,310,2477,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,19.028,0.0124313,MAX,3,1,1
49031,4027,8055,202332,1538028,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,24.9835,0.0824313,ASYM,4,1,0
294013,15789,31579,987621,7190519,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,24.9835,0.0824313,MAX,4,1,0
545,36,73,1836,13967,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,24.9902,1.01,MAX,4,1,1
2804,201,388,11849,84748,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,32.3476,0.07,ASYM,5,1,0
11250,528,1047,35008,242588,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,32.3476,0.07,MAX,5,1,0
738,23,47,2484,15845,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,32.4176,1,MAX,5,1,1
412,49,99,2330,17861,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,37.2047,0.0424313,ASYM,6,1,0
706,52,105,2986,21203,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,37.2047,0.0424313,MAX,6,1,0
109,9,19,537,4018,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,37.2047,1.01,MAX,6,1,1
300022,14126,28253,717968,5471640,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,-1,0.0924313,ASYM,7,1,0
300015,12677,25355,777626,5573988,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,-1,0.09,MAX,7,1,0
868,46,93,3092,22053,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,43.3166,1.01,MAX,7,1,1
300010,13618,27237,646039,4943226,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,-1,0.0924313,ASYM,8,1,0
300024,10617,21235,630074,4439676,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,-1,0.102431,MAX,8,1,0
2426,123,247,7639,53893,D:\Dev\CBS\MC-CBS\instances\drones\roadmapWithConflicts_swap50.yaml,49.8654,2,MAX,8,1,1
